,ID,Label
0,26_8bit_pz45.png,1
1,41_8bit_pz45.png,1
2,46_8bit_pz45.png,1
3,56_8bit_pz45.png,1
4,66_8bit_pz45.png,1
5,116_8bit_pz45.png,1
6,161_8bit_pz45.png,1
7,166_8bit_pz45.png,1
8,206_8bit_pz45.png,1
9,271_8bit_pz45.png,1
10,316_8bit_pz45.png,1
11,336_8bit_pz45.png,1
12,346_8bit_pz45.png,1
13,421_8bit_pz45.png,1
14,456_8bit_pz45.png,1
15,461_8bit_pz45.png,1
16,471_8bit_pz45.png,1
17,521_8bit_pz45.png,1
18,531_8bit_pz45.png,1
19,556_8bit_pz45.png,1
20,621_8bit_pz45.png,1
21,641_8bit_pz45.png,1
22,646_8bit_pz45.png,1
23,656_8bit_pz45.png,1
24,671_8bit_pz45.png,1
25,676_8bit_pz45.png,1
26,791_8bit_pz45.png,1
27,796_8bit_pz45.png,1
28,836_8bit_pz45.png,1
29,891_8bit_pz45.png,1
30,896_8bit_pz45.png,1
31,916_8bit_pz45.png,1
32,936_8bit_pz45.png,1
33,961_8bit_pz45.png,1
34,981_8bit_pz45.png,1
35,1011_8bit_pz45.png,0
36,1036_8bit_pz45.png,0
37,1051_8bit_pz45.png,0
38,1061_8bit_pz45.png,1
39,1066_8bit_pz45.png,1
40,1086_8bit_pz45.png,1
41,1106_8bit_pz45.png,0
42,1141_8bit_pz45.png,0
43,1156_8bit_pz45.png,0
44,1191_8bit_pz45.png,0
45,1211_8bit_pz45.png,1
46,1246_8bit_pz45.png,1
47,1271_8bit_pz45.png,1
48,1291_8bit_pz45.png,1
49,1316_8bit_pz45.png,0
50,1366_8bit_pz45.png,1
51,1386_8bit_pz45.png,1
52,1411_8bit_pz45.png,1
53,1431_8bit_pz45.png,1
54,1446_8bit_pz45.png,1
55,1461_8bit_pz45.png,1
56,1481_8bit_pz45.png,1
57,1516_8bit_pz45.png,1
58,1536_8bit_pz45.png,1
59,1551_8bit_pz45.png,1
60,1586_8bit_pz45.png,1
61,1596_8bit_pz45.png,1
62,1631_8bit_pz45.png,1
63,1691_8bit_pz45.png,1
64,1711_8bit_pz45.png,1
65,1746_8bit_pz45.png,0
66,1761_8bit_pz45.png,0
67,1781_8bit_pz45.png,0
68,1806_8bit_pz45.png,0
69,1826_8bit_pz45.png,0
70,1851_8bit_pz45.png,0
71,1866_8bit_pz45.png,1
72,1886_8bit_pz45.png,1
73,1921_8bit_pz45.png,1
74,1936_8bit_pz45.png,1
75,1951_8bit_pz45.png,1
76,1986_8bit_pz45.png,1
77,2006_8bit_pz45.png,1
78,2041_8bit_pz45.png,1
79,2056_8bit_pz45.png,1
80,2081_8bit_pz45.png,1
81,2101_8bit_pz45.png,1
82,2121_8bit_pz45.png,1
83,2136_8bit_pz45.png,1
84,2171_8bit_pz45.png,1
85,2196_8bit_pz45.png,1
86,2216_8bit_pz45.png,1
87,2251_8bit_pz45.png,0
88,2266_8bit_pz45.png,1
89,2281_8bit_pz45.png,0
90,2306_8bit_pz45.png,1
91,2326_8bit_pz45.png,1
92,2341_8bit_pz45.png,0
93,2366_8bit_pz45.png,1
94,2371_8bit_pz45.png,1
95,2411_8bit_pz45.png,1
96,2446_8bit_pz45.png,1
97,2461_8bit_pz45.png,1
98,2481_8bit_pz45.png,1
99,2506_8bit_pz45.png,1
100,2526_8bit_pz45.png,0
101,2541_8bit_pz45.png,1
102,2576_8bit_pz45.png,1
103,2601_8bit_pz45.png,0
104,2621_8bit_pz45.png,0
105,2661_8bit_pz45.png,0
106,2686_8bit_pz45.png,0
107,2731_8bit_pz45.png,0
108,2781_8bit_pz45.png,1
109,2806_8bit_pz45.png,1
110,2826_8bit_pz45.png,1
111,2841_8bit_pz45.png,1
112,2856_8bit_pz45.png,1
113,2876_8bit_pz45.png,1
114,2901_8bit_pz45.png,1
115,2926_8bit_pz45.png,1
116,2946_8bit_pz45.png,1
117,2981_8bit_pz45.png,1
118,3006_8bit_pz45.png,1
119,3041_8bit_pz45.png,0
120,3056_8bit_pz45.png,1
121,3066_8bit_pz45.png,0
122,3081_8bit_pz45.png,1
123,3106_8bit_pz45.png,1
124,3141_8bit_pz45.png,1
125,3156_8bit_pz45.png,1
126,3191_8bit_pz45.png,1
127,3211_8bit_pz45.png,1
128,3231_8bit_pz45.png,1
129,3246_8bit_pz45.png,1
130,3261_8bit_pz45.png,1
131,3281_8bit_pz45.png,1
132,3306_8bit_pz45.png,1
133,3341_8bit_pz45.png,1
134,3356_8bit_pz45.png,1
135,3391_8bit_pz45.png,1
136,3416_8bit_pz45.png,1
137,3451_8bit_pz45.png,1
138,3471_8bit_pz45.png,0
139,3511_8bit_pz45.png,1
140,3546_8bit_pz45.png,1
141,3561_8bit_pz45.png,1
142,3581_8bit_pz45.png,1
143,3606_8bit_pz45.png,1
144,3626_8bit_pz45.png,1
145,3641_8bit_pz45.png,1
146,3676_8bit_pz45.png,1
147,3711_8bit_pz45.png,1
148,3731_8bit_pz45.png,1
149,3746_8bit_pz45.png,1
150,3771_8bit_pz45.png,1
151,3791_8bit_pz45.png,1
152,3816_8bit_pz45.png,1
153,3851_8bit_pz45.png,0
154,3866_8bit_pz45.png,1
155,3881_8bit_pz45.png,1
156,3906_8bit_pz45.png,1
157,3926_8bit_pz45.png,1
158,3941_8bit_pz45.png,1
159,3956_8bit_pz45.png,1
160,3976_8bit_pz45.png,1
161,4001_8bit_pz45.png,1
162,4021_8bit_pz45.png,1
163,4061_8bit_pz45.png,1
164,4086_8bit_pz45.png,1
165,4106_8bit_pz45.png,1
166,4126_8bit_pz45.png,1
167,4141_8bit_pz45.png,1
168,4156_8bit_pz45.png,1
169,4176_8bit_pz45.png,1
170,4231_8bit_pz45.png,1
171,4271_8bit_pz45.png,1
172,4296_8bit_pz45.png,1
173,4326_8bit_pz45.png,1
174,4341_8bit_pz45.png,1
175,4376_8bit_pz45.png,1
176,4401_8bit_pz45.png,1
177,4421_8bit_pz45.png,1
178,4436_8bit_pz45.png,1
179,4451_8bit_pz45.png,1
180,4486_8bit_pz45.png,1
181,4511_8bit_pz45.png,1
182,4546_8bit_pz45.png,1
183,4561_8bit_pz45.png,1
184,4571_8bit_pz45.png,1
185,4596_8bit_pz45.png,1
186,4641_8bit_pz45.png,1
187,4676_8bit_pz45.png,1
188,4731_8bit_pz45.png,1
189,4746_8bit_pz45.png,1
190,4781_8bit_pz45.png,1
191,4806_8bit_pz45.png,1
192,4841_8bit_pz45.png,1
193,4856_8bit_pz45.png,1
194,4871_8bit_pz45.png,1
195,4891_8bit_pz45.png,1
196,4916_8bit_pz45.png,1
197,4926_8bit_pz45.png,1
198,4961_8bit_pz45.png,1
199,4996_8bit_pz45.png,1
200,5011_8bit_pz45.png,1
201,5031_8bit_pz45.png,1
202,5056_8bit_pz45.png,1
203,5076_8bit_pz45.png,1
204,5091_8bit_pz45.png,1
205,5126_8bit_pz45.png,1
206,5151_8bit_pz45.png,1
207,5171_8bit_pz45.png,1
208,5196_8bit_pz45.png,1
209,5211_8bit_pz45.png,1
210,5241_8bit_pz45.png,1
211,5266_8bit_pz45.png,1
